Title: Gale2013MORB-2

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 rhm-oxide_0 whitlockite 
5000.00 1393.15 100.120536 3.803885 0.000000 24.906293 27.194713 0.000000 43.152519 0.799724 0.263401 
5000.00 1388.15 100.119072 2.996767 0.000000 25.191221 27.176244 0.000000 43.435459 1.032446 0.286935 
5000.00 1383.15 100.117663 2.391630 0.000000 25.403526 27.146950 0.000000 43.657498 1.213174 0.304885 
5000.00 1378.15 100.116363 1.926152 0.000000 25.568286 27.113723 0.000000 43.832225 1.356936 0.319042 
5000.00 1373.15 100.111046 0.986428 0.279086 25.724687 26.737606 0.000000 44.365061 1.656040 0.362138 
5000.00 1368.15 100.105100 0.173652 0.528926 25.786045 26.378824 0.000000 44.910048 1.925154 0.402451 
5000.00 1363.15 100.102992 0.000000 0.583046 25.794640 26.307616 0.000000 45.029131 1.977670 0.410890 
5000.00 1358.15 100.102144 0.000000 0.591115 25.806982 26.311014 0.000000 45.012143 1.970002 0.410890 
5000.00 1353.15 100.101293 0.000000 0.599153 25.818988 26.315131 0.000000 44.994998 1.962132 0.410890 
5000.00 1348.15 100.100439 0.000000 0.607159 25.830672 26.319973 0.000000 44.977693 1.954052 0.410890 
5000.00 1343.15 100.099582 0.000000 0.615129 25.842043 26.325547 0.000000 44.960222 1.945751 0.410890 
5000.00 1338.15 100.098721 0.000000 0.623061 25.853109 26.331862 0.000000 44.942580 1.937220 0.410890 
5000.00 1333.15 100.097858 0.000000 0.630952 25.863879 26.338931 0.000000 44.924760 1.928447 0.410890 
5000.00 1328.15 100.096992 0.000000 0.638799 25.874357 26.346769 0.000000 44.906756 1.919420 0.410890 
5000.00 1323.15 100.096122 0.000000 0.646600 25.884549 26.355393 0.000000 44.888563 1.910128 0.410890 
5000.00 1318.15 100.095250 0.000000 0.654351 25.894458 26.364823 0.000000 44.870172 1.900555 0.410890 
5000.00 1313.15 100.094374 0.000000 0.662050 25.904086 26.375084 0.000000 44.851576 1.890689 0.410890 
5000.00 1308.15 100.093495 0.000000 0.669693 25.913434 26.386200 0.000000 44.832768 1.880511 0.410890 
5000.00 1303.15 100.092612 0.000000 0.677277 25.922498 26.398202 0.000000 44.813739 1.870005 0.410890 
5000.00 1298.15 100.091726 0.000000 0.684801 25.931276 26.411122 0.000000 44.794484 1.859152 0.410890 
5000.00 1293.15 100.090836 0.000000 0.692261 25.939763 26.424998 0.000000 44.774991 1.847932 0.410890 
5000.00 1288.15 100.089942 0.000000 0.699653 25.947955 26.439873 0.000000 44.755250 1.836321 0.410890 
5000.00 1283.15 100.089045 0.000000 0.706973 25.955845 26.455792 0.000000 44.735249 1.824295 0.410890 
5000.00 1278.15 100.088143 0.000000 0.714218 25.963424 26.472809 0.000000 44.714975 1.811827 0.410890 
5000.00 1273.15 100.086135 0.000000 0.721005 25.476721 26.600013 0.486184 44.653998 1.737324 0.410890 
5000.00 1268.15 100.084007 0.000000 0.727551 24.947546 26.737771 1.016294 44.588292 1.655663 0.410890 
5000.00 1263.15 100.081902 0.000000 0.733899 24.438585 26.872074 1.528695 44.523041 1.574718 0.410890 
5000.00 1258.15 100.079819 0.000000 0.740053 23.948882 27.002967 2.024245 44.458273 1.494509 0.410890 
5000.00 1253.15 100.077759 0.000000 0.746017 23.477546 27.130496 2.503737 44.394016 1.415057 0.410890 
5000.00 1248.15 100.075724 0.000000 0.751796 23.023752 27.254705 2.967901 44.330301 1.336380 0.410890 
5000.00 1243.15 100.073714 0.000000 0.757393 22.586729 27.375640 3.417412 44.267153 1.258497 0.410890 
5000.00 1238.15 100.071728 0.000000 0.762812 22.165758 27.493346 3.852896 44.204600 1.181426 0.410890 
5000.00 1233.15 100.069768 0.000000 0.768057 21.760165 27.607869 4.274936 44.142668 1.105184 0.410890 
5000.00 1228.15 100.067835 0.000000 0.773132 21.369318 27.719254 4.684071 44.081383 1.029787 0.410890 
5000.00 1223.15 100.065928 0.000000 0.778042 20.992623 27.827546 5.080809 44.020768 0.955250 0.410890 
5000.00 1218.15 100.064049 0.000000 0.782789 20.629521 27.932793 5.465619 43.960848 0.881589 0.410890 
5000.00 1213.15 100.062197 0.000000 0.787379 20.279482 28.035040 5.838946 43.901645 0.808816 0.410890 
5000.00 1208.15 100.060374 0.000000 0.791814 19.942009 28.134334 6.201202 43.843180 0.736944 0.410890 
5000.00 1203.15 100.058578 0.000000 0.796100 19.616628 28.230721 6.552779 43.785476 0.665985 0.410890 
5000.00 1198.15 100.056812 0.000000 0.800240 19.302890 28.324248 6.894043 43.728550 0.595951 0.410890 
5000.00 1193.15 100.055075 0.000000 0.804239 19.000370 28.414961 7.225342 43.672424 0.526850 0.410890 
5000.00 1188.15 100.053368 0.000000 0.808099 18.708661 28.502909 7.547002 43.617113 0.458693 0.410890 
5000.00 1183.15 100.051690 0.000000 0.811825 18.427378 28.588138 7.859336 43.562635 0.391487 0.410890 
